ID,Address,City, ZipCode,Bedrooms,Bathrooms,Estimated_Price ,AreaSpace,YearBuilt,Estimated_Rent,Mortgage  ,Price_Per_SQFT,Status
68468806,506 Sunset View Ter SE UNIT 401,Leesburg,20175,2,2,264500,1800,2005,1364,3036,193,Condo For Sale
12408673,3 Adams Dr NE,Leesburg,20176,3,2,189999,1400,1977,1176,3059,161,Condo For Sale
12392502,19385 Cypress Ridge Ter UNIT 320,Lansdowne,20176,3,2,262900,1800,1998,1475,3059,178,Condo For Sale
53445969,19375 Cypress Ridge Ter UNIT 208,Leesburg,20176,2,2,207500,1800,2000,1315,3059,157,Condo For Sale
68468291,19365 Cypress Ridge Ter UNIT 514,Lansdowne,20176,2,2,230000,1700,2005,1251,3059,183,Condo For Sale
12392581,19385 Cypress Ridge Ter UNIT 905,Lansdowne,20176,2,2,200000,1600,1998,1101,3059,181,Condo For Sale
72485386,19355 Cypress Ridge Ter UNIT 704,Lansdowne,20176,2,2,220000,1650,2006,1105,3059,199,Condo For Sale
61199134,19370 Magnolia Grove Sq UNIT 201,Leesburg,20176,2,2,259000,1800,2002,1387,3059,186,Condo For Sale
61195840,19370 Magnolia Grove Sq UNIT 406,Leesburg,20176,2,2,375000,2200,2002,1726,3059,217,Condo For Sale
72486611,19355 Cypress Ridge Ter UNIT 202,Lansdowne,20176,2,2,315000,1900,2006,1560,3059,201,Condo For Sale
59795201,19375 Cypress Ridge Ter UNIT 220,Leesburg,20176,2,2,199900,1595,2001,1038,3059,192,Condo For Sale
68472990,19365 Cypress Ridge Ter UNIT 207,Lansdowne,20176,3,3,350000,2000,2004,1720,3059,203,Condo For Sale
72486269,19355 Cypress Ridge Ter UNIT 311,Lansdowne,20176,2,2,350000,2000,2006,1721,3059,203,Condo For Sale
68473018,19365 Cypress Ridge Ter UNIT 512,Lansdowne,20176,2,2,275000,1850,2004,1500,3059,183,Condo For Sale
12392543,19385 Cypress Ridge Ter UNIT 1101,Lansdowne,20176,3,2,295000,1875,1998,1518,3059,194,Condo For Sale
12392652,19385 Cypress Ridge Ter UNIT 109,Lansdowne,20176,2,2,214900,1650,1998,1246,3059,172,Condo For Sale
12392487,19385 Cypress Ridge Ter UNIT 1018,Lansdowne,20176,3,4,599000,2000,1998,2668,3059,224,Condo For Sale
68473083,19350 Magnolia Grove Sq UNIT 410,Lansdowne,20176,2,2,445000,2150,2004,1685,3059,264,Condo For Sale
59917073,29 Quarterpole Ct,Warrenton,20186,3,3,265000,2100,2001,2694,2310,98,Condo For Sale
65731646,12000 Market St APT 359,Reston,20190,3,2,559000,2495,2004,1483,2535,376,Condo For Sale
59786192,1855 Stratford Park Pl APT 307,Reston,20190,2,2,275000,1800,2000,917,2535,299,Condo For Sale
72488065,11990 Market St UNIT 607,Reston,20190,3,2,800000,3500,2006,1619,2535,494,Condo For Sale
72487234,11990 Market St UNIT 1301,Reston,20190,2,2,820000,3400,2006,1523,2535,538,Condo For Sale
60390209,11775 Stratford House Pl APT 305,Reston,20190,2,2,459900,2200,2001,1162,2535,395,Condo For Sale
51722416,11228 Chestnut Grove Sq APT 329,Reston,20190,4,2.5,284000,2100,1972,1860,2535,152,Condo For Sale
51718913,1720 Lake Shore Crest Dr APT 12,Reston,20190,2,2,299000,1750,1994,966,2535,309,Condo For Sale
68906167,1830 Fountain Dr UNIT 1003,Reston,20190,2,2,489900,2395,2005,1214,2535,403,Condo For Sale
2103465792,1785 Jonathan Way UNIT B,Reston,20190,2,1,219900,1550,1985,840,2535,261,Condo For Sale
51719061,1705 Lake Shore Crest Dr APT 36,Reston,20190,2,2,329900,1850,1996,1108,2535,297,Condo For Sale
65731856,12001 Market St # T39,Reston,20190,2,2,335900,2000,2003,1076,2535,312,Condo For Sale
59786072,12185 Abington Hall Pl APT 301,Reston,20190,3,2,448000,2200,2000,1336,2535,335,Condo For Sale
65732162,11800 Sunset Hills Rd APT 521,Reston,20190,2,2,430000,2200,2005,1177,2535,365,Condo For Sale
51723814,1639 Parkcrest Cir APT 201,Reston,20190,2,1,218500,1550,1973,1112,2535,196,Condo For Sale
68906129,1830 Fountain Dr UNIT 505,Reston,20190,2,2,558900,2750,2005,1317,2535,424,Condo For Sale
72489811,11990 Market St UNIT 303,Reston,20190,2,2,735000,3000,2006,1426,2535,515,Condo For Sale
51722277,11216 Chestnut Grove Sq APT 117,Reston,20190,3,2,259000,2000,1972,1330,2535,194,Condo For Sale
51720210,1588 Moorings Dr APT 2C,Reston,20190,3,3,259900,1850,1972,1202,2535,216,Condo For Sale
68906254,11655 Chesterfield Ct UNIT I,Reston,20190,2,1,229000,1595,1985,840,2535,272,Condo For Sale
60390217,11775 Stratford House Pl APT 401,Reston,20190,2,2,338900,1800,2001,899,2535,376,Condo For Sale
68906146,1830 Fountain Dr UNIT 706,Reston,20190,2,2,565000,2750,2005,1369,2535,412,Condo For Sale
82739840,12025 New Dominion Pkwy APT 313,Reston,20190,2,2,670000,2700,2007,1421,2535,471,Condo For Sale
68906137,1830 Fountain Dr UNIT 605,Reston,20190,2,2,499000,2400,2005,1317,2535,378,Condo For Sale
60390189,11775 Stratford House Pl APT 109,Reston,20190,2,2,475000,2200,2001,1252,2535,379,Condo For Sale
60390124,11776 Stratford House Pl APT 805,Reston,20190,2,2,623900,2700,2001,1419,2535,439,Condo For Sale
68906116,1830 Fountain Dr UNIT 308,Reston,20190,3,3,1049000,3907,2005,2200,2535,476,Condo For Sale
60390078,11776 Stratford House Pl APT 304,Reston,20190,2,2,595000,2700,2001,1419,2535,419,Condo For Sale
65731650,12000 Market St APT 363,Reston,20190,2,1,319500,1750,2004,891,2535,358,Condo For Sale
72485902,11990 Market St UNIT 807,Reston,20190,3,2,775000,3500,2006,1619,2535,478,Condo For Sale
72485344,11990 Market St UNIT 1601,Reston,20190,2,2,849000,3400,2006,1523,2535,557,Condo For Sale
82737190,12025 New Dominion Pkwy APT 103,Reston,20190,2,2,845000,3095,2007,1702,2535,496,Condo For Sale
65732237,11800 Sunset Hills Rd APT 908,Reston,20190,3,2,800000,2690,2005,1519,2535,526,Condo For Sale
72490145,11990 Market St UNIT 1811,Reston,20190,2,3,1249000,5408,2006,2075,2535,601,Condo For Sale
60390214,11775 Stratford House Pl APT 310,Reston,20190,2,2,459900,2200,2001,1271,2535,361,Condo For Sale
68532372,1830 Fountain Dr UNIT 1304,Reston,20190,2,2,599900,2750,2005,1370,2535,437,Condo For Sale
65731936,12001 Market St APT 242,Reston,20190,2,2,419000,2000,2003,1047,2535,400,Condo For Sale
51720698,11500 Fairway Dr APT 101,Reston,20190,3,2,474900,2400,1982,2164,2535,219,Condo For Sale
72492819,11990 Market St UNIT 1117,Reston,20190,3,2,840000,3536,2006,1619,2535,518,Condo For Sale
72489294,11990 Market St UNIT 1511,Reston,20190,2,2,849900,3400,2006,1523,2535,558,Condo For Sale
72492443,11990 Market St UNIT 1613,Reston,20190,2,2,865000,3254,2006,1459,2535,592,Condo For Sale
72493089,11990 Market St UNIT 215,Reston,20190,3,2,745000,3400,2006,1619,2535,460,Condo For Sale
51734944,2034 Royal Fern Ct APT 1B,Reston,20191,2,1,164900,1500,1973,1010,2168,163,Condo For Sale
51738446,11643 Stoneview Sq APT 1B,Reston,20191,2,2,175000,1595,1974,894,2168,195,Condo For Sale
51738137,2216 Castle Rock Sq APT 12C,Reston,20191,3,2,198999,1700,1974,1029,2168,193,Condo For Sale
51738180,2232 Castle Rock Sq APT 21C,Reston,20191,3,2,199500,1650,1974,1313,2168,151,Condo For Sale
51738364,11613 Stoneview Sq APT 11C,Reston,20191,3,2,207000,1700,1974,1029,2168,201,Condo For Sale
72486475,11760 Sunrise Valley Dr APT 402,Reston,20191,2,2,324000,1850,2006,1004,2168,322,Condo For Sale
51738475,11650 Stoneview Sq APT 22C,Reston,20191,3,2,209950,1700,1974,1029,2168,204,Condo For Sale
51736411,2325 Freetown Ct APT 1B,Reston,20191,2,1,164000,1500,1973,884,2168,185,Condo For Sale
72493722,11760 Sunrise Valley Dr APT 213,Reston,20191,2,2,339000,1850,2006,1002,2168,338,Condo For Sale
51736648,11817 Breton Ct APT 22-D,Reston,20191,2,1,219000,1550,1972,1073,2168,204,Condo For Sale
51736408,2323 Freetown Ct APT 12C,Reston,20191,3,1,189500,1700,1973,1004,2168,188,Condo For Sale
51738121,2210 Castle Rock Sq APT 21C,Reston,20191,3,2,225000,1690,1974,1029,2168,218,Condo For Sale
51742914,1935 Villaridge Dr # A,Reston,20191,2,1,230000,1650,1984,990,2168,232,Condo For Sale
72485987,11760 Sunrise Valley Dr APT 214,Reston,20191,2,2,314900,1800,2006,1008,2168,312,Condo For Sale
51709955,1305 Windleaf Dr UNIT H,Reston,20194,2,3,390000,2000,1995,1220,2917,319,Condo For Sale
51708906,1530 Church Hill Pl,Reston,20194,3,3,394000,2100,1988,1988,2917,198,Condo For Sale
51709801,11406 Windleaf Ct # 14,Reston,20194,2,2,279000,1800,1995,1020,2917,273,Condo For Sale
51880983,4907 Americana Dr APT T2,Annandale,22003,3,2,195000,1745,1964,1015,2634,192,Condo For Sale
51877282,4317 Americana Dr APT 202,Annandale,22003,2,1,197500,1400,1961,780,2634,253,Condo For Sale
51846592,7255 Glen Hollow Ct UNIT 1,Annandale,22003,3,3,407000,2100,1984,1535,2634,265,Condo For Sale
51839590,8312 Tobin Rd APT 23,Annandale,22003,2,2,197000,1520,1969,1011,2634,194,Condo For Sale
51839511,8302 Tobin Rd APT T2,Annandale,22003,4,2,280000,2000,1969,1495,2634,187,Condo For Sale
51839904,3310 Woodburn Village Dr APT 32,Annandale,22003,2,2,219900,1500,1969,1011,2634,217,Condo For Sale
51882771,7499 Little River Tpke # 2,Annandale,22003,2,1,168000,1400,1959,762,2634,220,Condo For Sale
51877908,4415 Briarwood Ct N APT 11,Annandale,22003,3,2,220000,1800,1961,1132,2634,194,Condo For Sale
51876988,7809 Dassett Ct APT 303,Annandale,22003,2,1,195900,1650,1972,1126,2634,173,Condo For Sale
51839719,3324 Woodburn Village Dr APT 31,Annandale,22003,2,2,215000,1500,1969,982,2634,218,Condo For Sale
51877865,4410 Briarwood Ct N APT 5,Annandale,22003,3,2,199900,1700,1964,1279,2634,156,Condo For Sale
51846423,4102 Daniels Ave APT 302,Annandale,22003,2,1,194000,1575,1965,941,2634,206,Condo For Sale
51846419,4102 Daniels Ave APT 202,Annandale,22003,2,1,205000,1575,1965,941,2634,217,Condo For Sale
51877997,7704 Donnybrook Ct APT 203,Annandale,22003,2,1,186900,1450,1961,796,2634,234,Condo For Sale
51885811,4927 Sunset Ln # A,Annandale,22003,4,4,794000,3054,1991,3132,2634,253,Condo For Sale
51878195,7764 Donnybrook Ct APT 205,Annandale,22003,2,1,175000,1400,1961,769,2634,227,Condo For Sale
51893836,5809 Cove Landing Rd APT 201,Burke,22015,2,2,225000,1622,1981,886,2586,253,Condo For Sale
51997863,4214 Stockbridge Dr,Dumfries,22025,3,3,210000,1500,1990,1316,2048,159,Condo For Sale
55085537,10337 Sager Ave APT 304,Fairfax,22030,2,3,325000,1800,1995,1142,2656,284,Condo For Sale
2130182095,4652 Battenburg Ln,Fairfax,22030,3,3,430000,2500,2006,2234,2656,192,Condo For Sale
72491251,12104 Garden Grove Cir UNIT 201,Fairfax,22030,3,2,300000,1800,2005,1307,2656,229,Condo For Sale
